"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"170 m²",,,,"10,5 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/chinh-chu-ban-gap-hxh-p16-dt-6x29m-cn-170m2-gia-chi-10-5-ty-lh-pr42363698",
"21 m²",,,,"2,05 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","3 tầng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thanh-xuan-trung/hoa-le-tam-ha-noi-nha-tap-the-a4-nga-tu-so-dien-tich-21-60m-tang-3-2-05-ty-pr42531208",
"180 m²",,,"9 m","34 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/sieu-pham-9x22m-view-ho-boi-va-cong-vien-40-full-noi-that-cao-cap-hien-dai-pr37829099","16 m"
"504 m²",,,,"44 tỷ",,,,,"4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-oanh-phuong-17-2/tin-that-100-chinh-chu-ban-tien-q-gv-dt-14x36m-tret-3lau-hdt-140tr-gia-44ty-pr42537316",
"65 m²",,,"5 m","19,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tran-duy-hung-phuong-trung-hoa-4/ban-65m2-tai-cau-giay-ha-noi-gia-sieu-hoi-19-5-ty-pr42575718","5 m"
"70 m²",,,,"6,9 tỷ",,,"4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-khoi-phuong-11-8/hxh-ngay-cong-vien-4x18-tret-3-lau-chi-6-9-ty-pr42158278",
"35 m²",,,,"6,95 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-lam-2/soc-chu-ha-gia-ban-nh-long-bien-sat-cau-chuong-duong-6-95-ty-thang-may-pr42575826",
"16.002,5 m²",,,,"19,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-20-thi-tran-ma-da-guoi/khu-doi-chinh-chu-tai-madagui-lam-dong-pr40699464",
"275 m²",,,,"18 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-bui-quang-la-phuong-12-8/ban-gap-hxh-p12-go-vap-dt-11x25m-cn-275m2-tret-2-u-dct-50tr-th-gia-18-ty-tl-pr41874093",
"50 m²",,,"5 m","7,2 tỷ",,"Sổ đỏ/ Sổ hồng.","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-luong-1-phuong-10-8/ban-sat-ben-lottemart-7-2-ty-50m2-tret-lung-2-lau-pr41817988","7 m"
"100 m²",,,"15 m","Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-thi-tran-lai-uyen/ban-1-tret-1-lau-so-rieng-chi-268tr-ngay-trung-tam-khu-cn-bau-bang-binh-duong-pr42575719","25 m"
"62,2 m²",,,"5 m","2,32 tỷ",,,"4 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-kiem-phuong-3-20/ban-can-3-q-go-vap-gia-6-5-ty-62-m2-co-shr-lh-pr42032148","5 m"
"480 m²",,,,"38 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-duc-tho-phuong-13-8/chinh-chu-can-tien-ban-gap-mt-p13-gv-dt-9x55m-cap-4-dct-100tr-th-40-ty-83tr-m2-pr42117178",
"106 m²",,,,"21,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-vanh-dai-trong-phuong-binh-tri-dong-b/an-khu-ten-lua-mt-p-dt-5-3x20m-gia-21-5-ty-pr41556298",
"40 m²",,,"6 m","2,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vo-thanh-trang-phuong-11-10/hot-nhanh-chu-de-khong-con-chi-co-2ti25-40m2-2pn-1-tan-binh-shr-dang-cho-thue-15tr-pr42575829","6 m"
"69,3 m²",,,,"3,25 tỷ","Full nội thất cao cấp.","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/chinh-chu-ban-gap-2pn-2vs-goc-toa-s1-07-gia-full-noi-that-dep-tai-park-pr42113131",
"147 m²",,,"7 m","32 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-7-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-7-kdt-7x21m-lon-20m-thong-ra-truc-chinh-kinh-doanh-buon-ban-tot-pr42118643","20 m"
"400 m²",,,,"31 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-phan-huy-ich-phuong-12-8/can-tien-ban-gap-2-mat-hxt-p12-gv-dt-10x40m-cap-4-gia-chi-31-ty-lh-pr42558763",
"59 m²",,,,"2,6 tỷ",,,,,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-vinh-phuoc-prj-muong-thanh-vien-trieu/ke-goc-sieu-dep-tam-view-ngam-tron-bien-nui-city-pho-pr42575723",
"70 m²",,,,"1,71 tỷ",,,,,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-3-15-prj-viva-riverside/chinh-chu-ban-gap-chcc-quan-6-70m2-2pn-2wc-full-noi-that-gia-1-ty-710-pr42575834",
"270 m²","Tây - Bắc","Đông - Nam","9 m","59 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-quan-prj-ecopark-grand-the-island/ban-nhanh-song-lap-khu-vip-nhat-hai-pr42478537","20 m"
"240 m²",,,,"9,9 tỷ","Đầy đủ","Hợp đồng mua bán","4 phòng",,"1 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-xa-tien-thanh-1-prj-novaworld-phan-thiet/vi-xuat-ngoai-nen-can-ban-can-tam-huyet-pr42575724",
"116 m²","Tây - Nam","Đông - Bắc",,"6,55 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-hpc-landmark-105/ban-san-vuon-116m2-3-ngu-2vs-tai-to-huu-ha-dong-pr42369274",
"105 m²",,"Tây - Nam","5 m","18 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/cap-t-gio-hang-san-pham-thang-8-2023-cac-truc-dep-16-ty-2-mat-tien-pr37827532","14 m"
"63 m²",,"Đông - Nam","5 m","18,3 tỷ",,,,,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ngoai-giao-doc-quyen-lo-canh-goc-view-vuon-hoa-gan-ho-xe-cuc-dep-gia-tot-t-loa-pr42241275?c=d1","13,5 m"
"145 m²",,,,"40 tỷ",,"Sổ đỏ/ Sổ hồng","8 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-minh-khai-phuong-minh-khai/ban-pho-gan-cho-mo-dt-145m-x-5-tang-thang-may-gia-40-ty-pr42275228","20 m"
"77 m²",,,,"6,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/-ban-nha-dep-view-boi-lh-em-hang-pr42555296",
"160 m²",,,,"22 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-7-10/hot-hot-chinh-chu-ban-gap-mt-p7-gv-dt-7-5x21m-cap-4-gia-22-ty-lh-pr42185720",
"80 m²",,,"4 m","6,8 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-ky-tan-quy-phuong-tan-quy-2/hem-xe-tai-dua-nhau-80m2-4mx20m-phu-chi-6-8-ty-pr42575837","5 m"
"147 m²",,,"7 m","32 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-7-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-tien-so-7-7x21m-co-ham-hoan-thien-sieu-dep-va-hien-dai-gia-33-ty-so-hong-pr38295445","20 m"
"50 m²",,,,"4,2 tỷ",,"Đã có sổ hồng.","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ly-chinh-thang-phuong-vo-thi-sau-prj-terra-royal/so-ng-cao-cap-q3-50m2-gia-4-5-ti-lh-pr42252190",
"241 m²","Bắc","Bắc","11,5 m","125 triệu/m²",,,"5 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truc-1-xa-xuan-quan-prj-khu-do-thi-ecopark/chinh-chu-can-ban-song-lap-120-tr-m2-hai-pr40182605","25 m"
"80 m²",,,,"1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-duong-cong-khi-xa-tan-hiep/ban-gap-lo-80m2-d-hoc-mon-so-hong-rieng-gia-1-5-ty-pr42575838","5 m"
"71 m²",,,,"3,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-i/-tien-ban-nhanh-pmh-q7-gia-sieu-re-lh-pr42566601",
"300 m²",,,,"21 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/can-ban-biet-thu-goc-2mt-hxt-p16-gv-dt-12x25m-tret-4-lau-gia-chi-21-ty-pr42177258","10 m"
"160 m²",,"Đông - Nam","20 m","8,7 tỷ","Cơ bản","Hợp đồng mua bán","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-long-hung-6-prj-aqua-city/-5-4-ty-8-7-ty-gia-tot-nhat-du-an-pr42546530","30 m"
"63,3 m²",,,,"3,25 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/re-va-dep-nhat-thi-truong-chinh-chu-ban-2n2w-tai-vinmes-oceanpark-gia-lam-ha-noi-pr42547923",
"98 m²",,,"7 m","94 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-trung-phung-phuong-tho-quan/ban-100m2-tai-dong-da-ha-noi-pr42575831","20 m"
"300 m²",,,,"34,8 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-nghi-phuong-7-10/chinh-chu-ban-gap-mt-p7-gv-dt-10x30m-cap-4-hdt-100tr-th-gia-ban-34-8-ty-tl-pr41864616",
"96 m²",,,"6 m","33,6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng",,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city/ban-tai-du-an-louisll-nam-tu-liem-dt-96m2-5t-mt6m-gia-33-6-ty-pr42560572",
"90 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-van-bua-xa-xuan-thoi-son-prj-eco-town/can-ban-lo-kdc-hoc-mon-hcm-gia-2-1ty-90m2-shr-pr41353967",
"83 m²",,,,"3,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-au-co-phuong-tan-thanh-prj-au-co-tower/ban-3pn-2pt-tai-gia-3-2-ty-vnd-dien-tich-83m2-pr41490848",
"56,66 m²",,,,"3,6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/-tien-ban-gap-pmh-q7-nha-dep-don-vao-o-ngay-lh-pr41360341",
"90 m²",,,"5,1 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-dai-bi-xa-uy-no/90m-truc-kinh-doanh-dong-anh-ha-i-pr42554827","6 m"
"160 m²",,"Đông","10 m","33,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-an-thuong-1-phuong-my-an/cap-duy-nhat-nam-trong-pho-di-bo-1-dien-tich-160m-gia-tot-caach-bien-50m-pr42575727","5,5 m"
"100 m²",,,,"15 tỷ",,"Sổ hồng",,,"6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-thong-nhat-phuong-11-8/chuyen-sang-my-o-chu-can-ban-mt-t-dt-5-5x25m-tret-5-lau-dct-45tr-th-gia-chi-15-5-ty-pr41966394",
"67,9 m²","Tây - Nam",,,"3,23 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chinh-chu-ban-goc-2pn-1-2wc-view-sieu-dep-toa-s2-ty-lh-pr42408141",
"69,6 m²",,,"4 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-uy-no/sieu-hoa-hau-dong-anh-thong-o-to-view-dau-gia-pr42531605","4 m"
"90 m²",,,"5 m","8,4 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-xa-ninh-hiep-1/vi-tri-dep-long-lanh-kinh-doanh-hoac-san-xuat-deu-ok-pr42575728",
"58 m²","Nam","Bắc",,"25 triệu/m²","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-1a-xa-my-yen-prj-destino-centro/nhan-booking-du-an-moi-lien-ke-tp-hcm-gia-chi-950tr-phap-ly-so-huu-lau-dai-pr40862044",
"390 m²",,,,"69 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/-390m2-vi-tri-vip-3-mat-tien-ngay-vinmec-vinschool-vin-wonder-park-pr42524913",
"100 m²",,,,"29 tỷ",,,,,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-3-phuong-10-8-prj-cityland-park-hills/ban-can-3-hoan-thien-co-thang-may-pr42575729","30 m"
"31 m²",,,"4 m","7,88 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/cuc-hiem-lo-goc-moi-6-tang-day-du-noi-that-oto-cat-trong-gia-7-88-ty-pr42447127","7 m"
"150 m²",,,"5 m","1,46 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-huynh-van-luy-phuong-tan-hiep/-nen-ngay-kdc-nam-uyen-giao-voi-kcn-nam-uyen-mo-rong-full-tho-cu-150m2-shr-san-pr42215427",
"35 m²",,,"3,3 m","4,95 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-phuc-loi/ban-5-tang-long-bien-33m2-pr42557048","2,5 m"
"217,5 m²",,,,"35 tỷ","Cơ bản",,,,"6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thi-cho-phuong-phu-thuan-3/ban-toa-chdv-ngay-chi-cuc-thue-q7-dang-thue-140tr-thang-pr41989423",
"92,2 m²",,,"5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-xuan-non/92m-duong-yen-dong-anh-duong-o-to-pr42559454",
"50 m²",,,,"3,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-10-phuong-an-phu-dong-1/-5x10-ngay-cho-vuon-lai-sat-go-vap-gia-3-2-ty-so-chinh-chu-pr42301500","12 m"
"102 m²",,,"14 m","19 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-pho-5x20m-hoan-thien-noi-that-cao-cap-hien-dai-gia-16ty500-co-thang-may-pr37859305","14 m"
"65,8 m²",,,,"3,21 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dau-phuong-7-9/-ban-can-ngay-binh-thanh-gia-2-4-ty-65m2-so-hong-lh-pr42056397","8 m"
"50 m²",,,"4 m","3,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tinh-quang-phuong-giang-bien-1/-nen-dep-long-50m2-gia-hon-3ty-pr42310854","3 m"
"73 m²","Tây - Nam","Đông - Nam",,"5,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-do-prj-my-dinh-pearl/ban-2n2vs-tai-gia-thuong-luong-pr40897769",
"110 m²",,,"5 m","18,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-15-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/kdt-5x22m-hoan-thien-co-thang-may-gia-17-ty-20m-thong-thoang-hong-rieng-pr40001823","20 m"
"99 m²",,,"5,3 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-van-noi/cc-ban-99m-o-to-tranh-dong-anh-thap-tc-108-tang-smart-city-pr40988624",
"123 m²",,,,"52 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-lac-long-quan-phuong-5-13/ban-toa-tien-5-11-dt-7-5x18m-ham-6-tang-gia-52-ty-pr42575844",
"69 m²","Đông - Nam","Tây - Bắc",,"6 tỷ","Đầy đủ - Nội thất đầy đủ, bao gồm: Điều hòa, tủ lạnh, giường...","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chinh-chu-ban-69m2-2pn-2wc-tai-g1-gia-6-ti-co-thuong-luong-c-khach-thien-chi-pr41431270",
"43 m²",,,,"2,65 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-ho-xuan-huong-phuong-vo-thi-sau/di-nuoc-ngoai-dinh-cu-ban-gap-o-p-6-quan-3-gia-2-ty-650-trieu-pr42575845",
"130 m²",,,,"5,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-an-phu-dong-27-phuong-an-phu-dong-1/-4-5x30-mat-tien-27-gia-5-5-ty-tho-cu-117m2-kinh-doh-tot-pr40665966","16 m"
"71 m²",,,"3,1 m","3,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tinh-quang-phuong-giang-bien-1/ban-long-71-m2-gia-re-nhat-3-5ty-pr42273422","3,5 m"
"98 m²",,,"7 m","17 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-13-1/tin-that-100-hem-o-to-q3-dt-7-x-14m-3-tang-phu-hop-don-vao-o-ngay-chi-17-ty-tl-pr42478661",
"105 m²",,,"5 m","17,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-5-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/chu-can-ban-so-5-truc-truong-emassi-va-benh-vien-ham-4-tang-rong-20m-pr38633207","20 m"
"68 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-chuoi-phuong-4-12/-mt-d-p4-quan-3-gia-5-2ty-68m2-so-hong-full-noi-that-lh-pr42475798",
"110 m²",,,,"2,45 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-dien-duong-phuong-dien-ngoc-prj-green-city/khu-do-thi-nam-da-nang-2-ty-4xx-110-m2-pr42575735",
"160 m²","Tây - Bắc","Đông - Nam",,"5,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-flc-landmark-tower/-ban-gap-chinh-chu-3pn-tai-gia-5-9-ti-pr41003200",
"230 m²",,,"10 m","64 tỷ","Cơ bản","Sổ hồng.","6 phòng","7 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-n-lap-va-song-lap-cua-mansion-view-truc-dien-song-360-dang-cap-pr37813364","20 m"
"40 m²",,,,"16 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-phu-phuong-van-quan/hiem-ban-gap-ha-dong-kinh-doanh-dinh-16-ty-pr42567308","15 m"
"44 m²",,,"4,8 m","9,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","7 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hong-lac-phuong-10-10/-moi-xay-2025-gia-re-hxh-6-tang-ngang-4-4m-chi-7-5-ty-tl-pr42361567","5 m"
"118 m²","Bắc","Nam",,"6,8 tỷ","Đầy đủ Căn hộ được trang bị nội thất đầy đủ với điều hòa, tủ lạnh, giường,...","Sổ đỏ/ Sổ hồng.","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/do-nhu-cau-kng-su-dung-sang-nhuong-3pn-118m2-tai-full-do-gia-6-8-ti-pr41427975",
"480 m²",,,"24 m","89 tỷ",,"Có sổ",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-giang-van-minh-phuong-an-phu/sieu-pham-sieu-dep-dt-24x20-480m2-compound-q2-3-lau-gia-89-ty-pr41936118",
"100 m²",,,"5 m","17,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-15-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/chu-ket-tien-ban-can-hoan-thien-gia-14-ty-950-khong-tim-duoc-can-2-pr38153658","14 m"
"300 m²",,,,"13,5 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-6-prj-aqua-city/ket-tien-ban-hue-von-can-300m2-khu-grand-villas-compound-ho-boi-rieng-gia-chi-14-69-ty-pr42227995",
"70 m²",,"Nam","5 m","530 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tan-vien/chi-hon-500tr-lo-f0-bam-truc-duong-lien-tai-an-lao-hai-phong-pr42468536","6 m"
"103 m²",,,,"16 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-giao-phong/can-tien-nen-ban-gap-1-lo-goc-sieu-pham-gia-re-103m2-sdcc-canh-duong-truc-chinh-ra-bai-tam-pr42232203",
"48 m²","Nam",,,"3,37 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/to-am-xin-so-c-gia-dinh-n-2pn-full-noi-that-gia-tot-nhat-thi-truong-chi-3-37-ty-pr42527701",
"820 m²",,,"24 m","94 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-nao-phuong-binh-an/hot-chi-94-ty-so-huu-ngay-biet-thu-co-s-vuon-ho-boi-goc-2mt-p-dt-820m2-ngg-24m-pr42296790",
"100 m²",,,"5 m","11,99 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-linh-dong-phuong-linh-dong/sieu-pham-5-tang-co-thang-may-thu-duc-pr42575738","8 m"
"90 m²",,"Tây",,"10 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-so-28-phuong-binh-tri-dong-b/an-khu-ao-sen-ten-lua-p-dt-4-5x20m-gia-sieu-tot-chi-10-ty-pr41564550",
"152 m²","Tây - Bắc","Đông - Nam",,"7,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-dolphin-plaza/chinh-chu-thien-chi-ban-gap-3pn-152m2-tai-full-noi-that-gia-7-7-ti-pr41701241",
"470 m²",,,"8 m","35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-dinh-hoi-phuong-tang-nhon-phu-b/ban-mtkd-sat-truong-dh-gtvt-8-5-30m-255m2-gia-18-ty-hd-thue-30-trieu-thang-pr32079383",
