"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"93 m²","Tây - Nam","Đông - Bắc","6 m","36 tỷ","Hoàn thiện nội thất.","Sổ đỏ/ Sổ hồng.","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/chinh-chu-can-tien-ban-biet-thu-lien-ke-93m2-25-ty-pr37303078","10 m"
"84 m²",,,"4 m","3,8 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-thanh-loc-12-phuong-thanh-loc-3/-chinh-chu-ngay-truong-bong-sen-va-uy-ban-q12-can-ban-gap-xu-ly-cong-viec-pr42239872","6 m"
"92,2 m²","Đông - Nam","Tây",,"3,7 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-24-xa-binh-hung-1-prj-khu-dan-cu-him-lam-6a/-92-2m2-2pn-so-hong-gia-3-7-ty-lh-ms-viem-pr42129464",
"51 m²",,,"4,62 m","4,25 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tien-hung-xa-nguyen-khe/ban-51m2-dong-anh-o-to-tranh-qh-17m-tiem-nang-tang-gia-cao-pr42567911","8 m"
"97 m²",,,"7 m","36 tỷ","Đầy đủ","Sổ đỏ","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-lam-ha-1-phuong-bo-de/cuc-ky-hiem-97m2-hong-tien-long-bien-pn-lo-via-he-o-to-tranh-kinh-doanh-dinh-pr42567912","15 m"
"118 m²","Đông - Bắc","Tây - Nam",,"8,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/ban-quan-7-120m2-biet-thu-gia-ban-8-8-ty-lien-he-ms-ha-pr42513530",
"69 m²",,,,"10 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/ban-69m2-dan-xay-mat-tien-khung-ngo-kinh-doanh-o-to-tranh-vai-buoc-ra-gia-10-ty-pr42044816",
"152,6 m²",,"Đông - Bắc","5 m","790 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-dinh-quan/can-ban-o-do-mat-tien-duong-nhua-full-tho-cu-co-thuong-luong-pr42567595","7 m"
"96 m²",,"Đông - Nam","8 m","Thỏa thuận",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/mo-ban-quy-can-doc-quyen-du-an-dan-phuong-vi-tri-sieu-vip-de-kinh-doanh-dau-tu-pr42282564",
"62 m²",,,,"Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-do-quang-phuong-trung-hoa-4/ban-phan-lo-nguyen-thi-dinh-cau-giay-dt-62m2-x-6-tang-co-thang-may-lh-pr42436764",
"180 m²",,,"10 m","Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-duc-thuong-prj-tan-viet-tower/180m-kdt-ong-32-pr42371227","24 m"
"86 m²",,,,"3,75 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-vo-van-van-phuong-tan-tao/hang-thom-ngay-mat-tien-quan-binh-hem-xe-tai-4-1x21-gia-3-75-ty-pr42567681",
"42 m²",,,,"2,75 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-co-ban-phuong-dong-mai-1/-lo-42m-to-6-cach-ql6-400m-gan-truong-cap-1-pr42567683",
"107 m²","Đông - Bắc","Đông - Bắc","9 m","25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tu-lien-phuong-tu-lien/ban-4-5-tang-dien-tich-107m2-mat-tien-9m-khu-pho-tay-ho-ha-noi-pr40581416","5 m"
"455 m²",,"Tây","21 m","2,6 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-thanh-duc-xa-thanh-duc/ban-tai-happyland-ben-luc-ban-tai-happyland-ben-luc-long-an-2-6-ty-455m2-gia-sieu-hoi-pr42567202","10 m"
"226 m²","Tây - Nam","Đông - Bắc","20 m","360 triệu/m²","Hoàn thiện nội thất","Sổ đỏ/ Sổ hồng.","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/chinh-chu-ban-lo-goc-shophouse-dep-270m2-80-ty-lh-ngay-0988153215-pr37678834","30 m"
"83 m²",,"Tây",,"4 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-2-18-prj-chung-cu-ngo-gia-tu/-ban-b-q10-dt-83-m2-3-phong-ngu-2-wc-4-ty-lh-pr40786413",
"56 m²",,,,"4,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-le-van-quoi-phuong-binh-tri-dong/ban-4x14m-gia-4-1-ty-tl-hem-5m-dan-gan-4-xa-pr42567684",
"90 m²",,"Đông - Bắc","13 m","1,35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-13-phuong-my-phuoc-prj-golden-center-city/chu-ket-tien-ban-nhanh-90m2-khu-kim-oanh-chi-1-ty-350-so-san-cong-chung-ngay-pr42567685",
"270 m²",,,"8 m","6,7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-xuan-52-1-phuong-thanh-xuan/ban-dat-va-cap-4-ngay-truong-to-ngoc-van-q12-dt-6-5m-x-42m-tho-cu-270m2-pr42029194","8 m"
"51,3 m²",,"Bắc",,"5,9 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-so-9-phuong-truong-tho-2/ban-hem-1-set-xe-hoi-dang-cho-thue-13tr-ngay-9-tho-pr42567687","5 m"
"1.000 m²",,"Đông - Nam","20 m","16 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-vo-chi-cong-phuong-binh-trung-dong/ban-mt-quan-2-tp-hcm-16-ty-1000m2-hang-hiem-dep-pr42482011","60 m"
"283 m²",,,"7 m","515 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-thang-long-2/ban-cat-lo-55tr-lo-6m-mat-tien-vuong-van-tai-thap-ly-nong-cong-gia-nhinh-300tr-pr41376387","5 m"
"200 m²",,"Tây","10 m","4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-818-thi-tran-thu-thua-prj-agora-city/ban-818-a-4-ty-200m2-gia-uu-dai-pr42567811","12 m"
"45 m²","Nam","Nam","3 m","3,2 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-nghe-phuong-buu-long/mat-tien-45m2-gia-3-2-ty-gan-ubnd-cap-4-gia-ngop-bank-can-ban-nh-pr42567623","32 m"
"168 m²",,"Đông - Nam","7 m","11,59 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-hiep-binh-chanh/ngop-bank-ban-69tr-m2-khu-ben-song-thu-duc-pr42284387","18 m"
"56 m²",,"Đông - Bắc",,"2,75 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","2 phòng",,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-a1-1-xa-vinh-hiep-1-prj-khu-do-thi-vinh-diem-trung/can-mat-tien-kdt-thuan-tien-kinh-doanh-nhieu-mat-hang-gia-re-pr42567692","20 m"
"92 m²",,"Bắc","4 m","5,7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ly-thai-to-phuong-vinh-hoa-2/ban-tang-kem-nha-cap-4-mat-20m-gia-t-nhat-chi-62tr-m2-pr42467620","20 m"
"316 m²",,"Đông - Nam",,"5,5 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-xuan-thoi-thuong-xa-xuan-thoi-thuong/-nen-gia-sieu-hoi-tai-hoc-mon-5-5-ty-316m2-pr42482574",
"61 m²","Đông - Nam",,,"5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-hoa-2-prj-a10-a14-nam-trung-yen/ban-cc-2pn-61m2-tai-5-ty-vnd-pr42567800",
"275 m²",,,"10 m","36 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-13-phuong-vinh-phu/ban-mieng-mat-tien-view-song-20m2-mat-tien-nhua-shr-kinh-doanh-tot-pr39887080","12 m"
"145 m²",,,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng",,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-hapulico-complex/can-ban-145m2-5-tang-gia-43-ty-lh-pr40145689",
"1.594 m²",,,"30 m","27 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-linh-trung/ban-tai-thu-duc-ho-chi-minh-27-ty-1594-m2-qua-re-de-dau-tu-pr42535663","8 m"
"1.500 m²",,,"30 m","750 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"22 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-dang-luu-phuong-5-16/sieu-pham-ban-toa-duy-t-tien-30x50m-ket-cau-3-ham-18-tang-750-ty-tl-pr42567927",
"37 m²","Tây - Nam","Đông - Nam",,"1,95 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-doan-phuong-hong-gai-prj-best-western-premier-sapphire-ha-long/chinh-chu-sappire-s2-view-bien-tang-cao-cat-lo-sau-len-den-1-ti-ban-nhanh-pr40624689",
"73 m²",,,,"16,9 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-xuan-dinh/ban-73m2-phan-lo-o-to-kinh-doanh-noi-that-chu-tang-nhinh-16ty-pr42567698",
"120 m²",,,,"Thỏa thuận","Không nội thất","Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-xuan-lam-2-prj-khu-do-thi-sinh-thai-hong-hac-xuan-lam/mo-ban-pho-bac-ninh-gia-goc-cdt-mo-ban-t-dau-pr42547284",
"81 m²",,,,"25 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-sa-phuong-5-17/can-ho-dich-vu-cao-cap-vi-tri-vang-sinh-loi-vuot-troi-tan-binh-pr42567732",
"200 m²",,,,"499 triệu/m²",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-tan-phuong-cong-vi/chinh-chu-cat-lo-ban-doi-kinh-doanh-dang-cap-dien-tich-gan-200m2-pr42567930",
"82 m²","Nam","Nam",,"4,5 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-van-kieu_1-phuong-10-4-prj-asiana-capella/ban-quan-6-3pn-3wc-full-noi-that-gia-4ty5-lh-anh-phat-pr42567931",
"500 m²",,,,"38 tỷ",,"Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-kieng-prj-lang-dai-hoc-abc/ban-biet-thu-dt-20x25-so-hong-xay-dung-tu-do-gia-36-ty-pr40051791",
"120 m²","Đông",,,"7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-khu-do-thi-me-tri-ha/ban-ct1-120m2-tang-7-3pn2vs-gia-tot-lien-he-pr42567753",
"160 m²",,,"9 m","71,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-vuong-thua-vu-phuong-khuong-mai/ban-cuc-pham-lo-goc-truong-chinh-hoang-van-thai-dt-160m-3t-mt-9m-kd-100tr-pr41856019","20 m"
"52 m²",,,"4 m","5,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-ha-huy-giap-phuong-thanh-loc-3/ban-ngay-nga-tu-ga-1-tret-3-lau-q12-dt-4mx13m-xe-hoi-sieu-re-pr41748604","7 m"
"114 m²",,"Tây","5,2 m","105 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-hien-quyen-phuong-vinh-hoa-2/-2-tang-mat-bang-kinh-doanh-cach-bien-100m-pr42264824","15 m"
"80 m²",,,"5 m","13 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-thinh-long/ban-lo-mat-duong-truc-chinh-ra-quang-truong-bien-bai-tam-pr42554906","5 m"
"83 m²",,,,"4,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thoai-ngoc-hau-phuong-hoa-thanh-prj-res-green-tower/chu-gui-ban-3-95-ty-3pn-nha-dep-lh-0903-833-234-pr32913519",
"30 m²","Tây - Bắc","Tây - Bắc","4 m","7,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/b-5-tg-dien-tich-30m2-mat-tien-4m-khu-pho-tay-ho-ha-noi-pr42320417","2 m"
"120 m²","Đông - Bắc","Tây - Nam","6 m","350 triệu/m²",,,"6 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/chinh-chu-can-ban-nhanh-hdmon-120m2-pr41098483",
"65,5 m²",,"Nam","5 m","15 tỷ","Sang trọng.","Sổ đỏ","6 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-thinh-liet-phuong-thinh-liet-prj-hong-ha-tower/ban-5-tang-65m2-kd-dinh-o-to-do-cua-khu-vip-hoang-mai-gia-15-9ty-pr42211317?c=d1","10 m"
"120 m²",,,,"23 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-c18-phuong-12-10/8-x-15m-ban-3-tang-mt-c-18-p-12-gia-23-ty-pr42567938",
"50 m²",,,"4 m","15 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-huu-tho-phuong-hoang-liet/-5-tang-ho-linh-dam-long-gio-oto-do-cua-vi-tri-dac-dia-pr42535268","7 m"
"122 m²",,,"5 m","13,5 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-le-hong-phong-xa-phuoc-an-1/c-b-so-rieng-ca-nh-huyen-nhon-trach-gia-re-chi-13tr5-m2-pr42567939","14 m"
"98 m²",,,"7 m","430 triệu/m²",,,"6 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-giap-phuong-cau-dien-prj-hoang-thanh-pearl/quy-can-chuyen-nhuong-ngoai-giao-nam-tu-liem-t10-2024-pr41156508",
"61 m²",,,,"6,4 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-2pn-61m2-6-4-ty-tai-vinmes-nam-tu-liem-ha-noi-pr42095545",
"25 m²",,,"3 m","5,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/nhinh-5-ti-dep-o-luon-noi-that-xin-so-vai-buoc-ra-o-to-xem-la-chot-pr42534733","2 m"
"92,3 m²","Tây - Nam","Đông - Bắc","6 m","33 tỷ","Nhà hoàn thiện nội thất cao cấp.","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/chinh-chu-can-ban-nhanh-shophose-gia-33-ty-pr41098358",
"113 m²","Tây","Đông","5 m","41,9 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-kham-thien-phuong-kham-thien/ban-quan-dong-da-113m-7-tang-41-9-ty-co-ham-pr41295907","12 m"
"48 m²",,,"7 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tien-thanh-phuong-duong-noi/ban-gap-hang-xom-geleximco-cach-aeon-mall-500m-can-goc-dt-45m2-mt-7m-4t-hang-hiem-nhinh-6-ty-pr41826600","3 m"
"42 m²",,,,"17,1 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-khuat-duy-tien-phuong-thanh-xuan-bac/phan-lo-o-to-tranh-vong-quanh-lo-goc-kinh-doanh-42m-17-ty1-pr42567945",
"191 m²",,,"10 m","72 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","9 phòng","9 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-ha-dinh/ban-toa-van-phong-9-tang-lo-goc-kd-200tr-thang-172-191m-mt-10m-pho-quan-thanh-xuan-pr42140448","8 m"
"219 m²",,,"7 m","72 tỷ",,"Sổ đỏ/ Sổ hồng.","5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/chinh-chu-ban-shophosue-219m2-lh-pr41106797","13 m"
"135 m²",,,,"14,7 tỷ","Cao cấp","Sổ hồng","4 phòng","5 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-binh-loi-phuong-13-7-prj-khu-dan-cu-binh-hoa/tieu-vila-2-tang-kdc-thanh-6x23m-hem-nhua-12m-ben-song-sai-gon-gia-14-7-ty-pr38125940","12 m"
"69 m²",,,,"28,5 tỷ",,"Sổ đỏ/ Sổ hồng","5 phòng",,"5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-lien-ke-96-nguyen-huy-tuong/ban-96-tuan-dt-69m2-5-tang-co-thang-may-gia-27-5-ty-pr41377907",
"80 m²",,,,"4,6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-khuyen-phuong-van-mieu-quoc-tu-giam/ban-tap-the-thai-hoc-t3-80m2-48m2-so-2-ngu-nhinh-4-ty-pr42567947",
"428 m²",,"Nam","14 m","63 triệu/m²",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-duy-trinh-phuong-phu-huu-2-prj-khu-dan-cu-dai-hoc-bach-khoa/ban-lo-biet-thu-mat-tien-truc-chinh-16m-kdc-q9-pr42469157","16 m"
"161 m²","Tây - Bắc","Đông - Bắc","15 m","67 tỷ",,,"6 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/chinh-chu-ban-lo-goc-b3-22-pr41106328","20 m"
"88 m²",,"Nam","48 m","35,4 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-giang-van-minh-phuong-doi-can/ban-phan-lo-pho-kim-ma-via-he-o-to-tranh-dung-do-88m-5t-mt-4-8m-gia-35-4ty-pr42139074","8 m"
"45 m²",,,"4 m","9,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","7 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-thach-ban-1/-chi-9-9-ti-o-to-tranh-kinh-doanh-sam-uat-7-tang-thang-may-pr42534631","5 m"
"80 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-hoang-phuong-an-khanh/b-nen-khh-qu-2-tp-hcm-gia-tt-chi-2-8-ty-80m2-pr42467025",
"86 m²",,,"5 m","17,1 tỷ","Cơ bản: Điều hòa, tủ lạnh,...","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-phu-xa-phuong-phu-thuong-1/ban-17-1-ty-86m2-4pn-4wc-phap-ly-day-du-pr42567948","15 m"
"125 m²",,,,"10 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-kieng-prj-lang-dai-hoc-abc/ban-dt-10x25-gia-60tr-m2-pr29194934","12 m"
"146 m²",,,,"50 tỷ",,"Sổ đỏ/ Sổ hồng","7 phòng","7 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/ban-garrdenia-152m2-gia-50-ty-pr41180131",
"80 m²","Tây","Tây","4 m","4,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-truong-thi-hoa-phuong-tan-thoi-hiep/-ngay-mega-mall-p-q12-pr40421958","5 m"
"50 m²",,,"4,38 m","1,5 tỷ",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-dat-pho-thach-cau-phuong-long-bien/hang-hiem-ban-1-5-ty-50m2-mat-tien-4-3m-ngo-13m-ha-noi-pr42139703","13 m"
"60,3 m²",,"Tây - Bắc",,"14,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-gian-thanh-phuong-15-3/gap-chinh-chu-ban-hem-5m-dt-4x15-kc-2-lau-1-st-gia-14-5t-lh-pr42567717","5 m"
"240 m²",,,"18 m","141,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","10 phòng","12 phòng","10 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-duong-khue-phuong-mai-dich/ban-gap-toa-van-phong-10-tang-pho-cau-giay-dt-240-280m-mt-18m-kinh-doanh-500tr-thang-pr41789538",
"112 m²",,"Tây - Nam","6 m","10,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tran-nhan-tong-phuong-an-hai-bac/ban-lo-goc-mt-lon-5m5-ngay-khuc-hao-gia-10tyx-gia-tot-pr42567719","15 m"
"217 m²",,,"10 m","4,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tinh-lo-91-xa-ba-trai/chinh-chu-ban-mat-rong-10m-pr42567599",
"170 m²",,"Tây - Bắc",,"650 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-tan-binh_1/can-ban-170m3-tho-tf-cu-gia-re-pr42567721","4 m"
"98 m²",,,"7 m","430 triệu/m²","Cơ bản","Hợp đồng mua bán","6 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-giap-phuong-cau-dien-prj-hoang-thanh-pearl/chinh-chu-ban-can-goc-nam-tu-liem-pr41098412",
"118,3 m²",,,"7 m","82,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","10 phòng","9 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hoang-phuong-mai-dich/duy-t-toa-9-tang-2-mat-tien-pho-cau-giay-dt-120m-co-hoan-cong-gia-82-9ty-pr41768627",
"50,4 m²",,"Tây - Nam","4,2 m","13 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thai-binh-phuong-12-10/ban-moi-tai-p12-tan-4-2x12-vuong-vuc-4-tang-truoc-7m-pr42567824","7 m"
"95 m²",,,"5 m","7,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vo-an-ninh-phuong-hoa-xuan/sieu-hot-3tg-1mat-10-5m-5-x-19-gia-b-nh-chi-7-2ty-lvcc-pr42567725","10,5 m"
"60 m²",,,"4 m","5,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-dong-hung-thuan-6-phuong-tan-hung-thuan-1/ban-pho-quan-12-8m-kdc-an-suong-p-60m2x-2g-gia-5ty2-pr42567726","8 m"
"160 m²",,,,"36 tỷ",,,,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-bui-ta-han-phuong-an-phu/b-biet-thu-p-qu-2-dep-full-noi-that-go-cao-cap-lh-pr42527316",
"160 m²","Đông - Nam","Đông - Nam","8 m","112 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-tu-hoa-phuong-quang-an-2/ban-3-tang-dien-tich-160m2-tien-8m-tay-ho-ha-noi-pr40323002","20 m"
"99 m²","Đông - Nam","Tây - Bắc","6,6 m","35 tỷ","Hoàn thiện nội thất.","Sổ đỏ/ Sổ hồng.","5 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-ban-99m2-37-ty-pr41098449",
